,Unnamed: 0,Datetime,TweetId,Text,EncodedText,Username,Tweet,Language,Drug,IsValid,CleanText,AbsText,WordCount,AbsCount
53366,53366,2020-05-03 18:23:41+00:00,1257012973337563137,@goldiebearmomma Ohh pretty much the same id say. Good days and bad days! I’ve been on Ocrevus now since end of July so we shall see if it’s working. I think my MRIs are in July! My bf moved in with me in February and that’s a big help! His job is essential so I still get alone time lol.,b'@goldiebearmomma Ohh pretty much the same id say. Good days and bad days! I\xe2\x80\x99ve been on Ocrevus now since end of July so we shall see if it\xe2\x80\x99s working. I think my MRIs are in July! My bf moved in with me in February and that\xe2\x80\x99s a big help! His job is essential so I still get alone time lol.',kristinburbey,https://twitter.com/kristinburbey/status/1257012973337563137,en,ocrevus,,Ohh pretty much the same id say Good days and bad days Ive been on Ocrevus now since end of July so we shall see if its working I think my MRIs are in July My bf moved in with me in February and thats a big help His job is essential so I still get alone time lol,Ohh pretty much the same id say Good days and bad days Ive been on Ocrevus now since end of July so we shall see if its working I think my MRIs are in July My bf moved in with me in February and thats a big help His job is essential so I still get alone time lol,59,59
36580,36580,2019-07-27 22:47:31+00:00,1155248380219723777,@AaronBosterMD @shiftms @MustStopMS @MSViewsandNews @NMSSOhioBuckeye Nap time as I just finished my Tysabri infusion #11,b'@AaronBosterMD @shiftms @MustStopMS @MSViewsandNews @NMSSOhioBuckeye Nap time as I just finished my Tysabri infusion #11',H4power,https://twitter.com/H4power/status/1155248380219723777,en,tysabri,,Nap time as I just finished my Tysabri infusion 11,Nap time as I just finished my Tysabri infusion,10,9
55541,55541,2019-09-19 16:00:00+00:00,1174714766851477505,"No Retinal Thinning with Ocrevus in Relapsing MS Patients, Phase 3 Trials Show 
https://t.co/j44xGPC8ON 
#MS #Phase3 #Research #NeuroOphthalmology","b'No Retinal Thinning with Ocrevus in Relapsing MS Patients, Phase 3 Trials Show \nhttps://t.co/j44xGPC8ON \n#MS #Phase3 #Research #NeuroOphthalmology'",NANOSTweets,https://twitter.com/NANOSTweets/status/1174714766851477505,en,ocrevus,,No Retinal Thinning with Ocrevus in Relapsing MS Patients Phase Trials Show MS Phase3 Research NeuroOphthalmology,No Retinal Thinning with Ocrevus in Relapsing MS Patients Phase Trials Show,16,12
13308,13308,2019-11-14 00:00:33+00:00,1194767036188123141,"The point about Tecfidera price is from the MS society’s statement. 
https://t.co/3BrsPXg8cy",b'The point about Tecfidera price is from the MS society\xe2\x80\x99s statement. \nhttps://t.co/3BrsPXg8cy',walidgellad,https://twitter.com/walidgellad/status/1194767036188123141,en,tecfidera,,The point about Tecfidera price is from the MS societys statement,The point about Tecfidera price is from the MS societys statement,11,11
20712,20712,2019-07-17 15:08:48+00:00,1151509058081325056,"Well, got my first dose of gilenya and now comes the 6 hour boredomfest.","b'Well, got my first dose of gilenya and now comes the 6 hour boredomfest.'",Elath,https://twitter.com/Elath/status/1151509058081325056,en,gilenya,,Well got my first dose of gilenya and now comes the hour boredomfest,Well got my first dose of gilenya and now comes the hour boredomfest,13,13
35552,35552,2020-02-13 18:38:03+00:00,1228025558606458880,@paulinenufc Been on Tysabri for over 10 years. Zero side effects &amp; went from 4 major/10 minor relapses a year to none. I’m still JCV negative which is miraculous. It’s still regarded as the best DMT.,b'@paulinenufc Been on Tysabri for over 10 years. Zero side effects &amp; went from 4 major/10 minor relapses a year to none. I\xe2\x80\x99m still JCV negative which is miraculous. It\xe2\x80\x99s still regarded as the best DMT.',GrumpyoldGould,https://twitter.com/GrumpyoldGould/status/1228025558606458880,en,tysabri,,Been on Tysabri for over years Zero side effects  went from major10 minor relapses a year to none Im still JCV negative which is miraculous Its still regarded as the best DMT,Been on Tysabri for over years Zero side effects  went from major10 minor relapses a year to none Im still JCV negative which is miraculous Its still regarded as the best DMT,32,32
31780,31780,2018-03-23 14:05:18+00:00,977184515989766145,"Poised for an #FDA pitch, @Novartis lays out all its PhIII cards on #MSdrug #siponimod - #pharma #MS #clinicaltrials #clinicalstudies #clinicalresults $NVS https://t.co/NRC8fcoqsB","b'Poised for an #FDA pitch, @Novartis lays out all its PhIII cards on #MSdrug #siponimod - #pharma #MS #clinicaltrials #clinicalstudies #clinicalresults $NVS https://t.co/NRC8fcoqsB'",kjilly,https://twitter.com/kjilly/status/977184515989766145,en,siponimod,,Poised for an FDA pitch lays out all its PhIII cards on MSdrug siponimod  pharma MS clinicaltrials clinicalstudies clinicalresults NVS,Poised for an pitch lays out all its PhIII cards on  NVS,20,12
6629,6629,2020-02-20 16:24:55+00:00,1230528771847073792,"$MKGAF has revealed design of evobrutinib phase 3 trials in MS: head-to-head vs Aubagio, not Avonex $PRNB https://t.co/7B9OuJXEDk","b'$MKGAF has revealed design of evobrutinib phase 3 trials in MS: head-to-head vs Aubagio, not Avonex $PRNB https://t.co/7B9OuJXEDk'",JacobPlieth,https://twitter.com/JacobPlieth/status/1230528771847073792,en,aubagio,,MKGAF has revealed design of evobrutinib phase trials in MS headtohead vs Aubagio not Avonex PRNB,MKGAF has revealed design of evobrutinib phase trials in MS headtohead vs Aubagio not Avonex PRNB,16,16
7595,7595,2019-02-15 02:14:48+00:00,1096231320899018752,"Just went through the three day hell of setting up new #MS med along with copay assist. Thankful for the help, it just gets crazy starting over again. Tec then Aubagio now Glatiramer acetate (not to be confused with brand name- oh no). Shots here I come.","b'Just went through the three day hell of setting up new #MS med along with copay assist. Thankful for the help, it just gets crazy starting over again. Tec then Aubagio now Glatiramer acetate (not to be confused with brand name- oh no). Shots here I come.'",KlskTrvlr,https://twitter.com/KlskTrvlr/status/1096231320899018752,en,aubagio,,Just went through the three day hell of setting up new MS med along with copay assist Thankful for the help it just gets crazy starting over again Tec then Aubagio now Glatiramer acetate not to be confused with brand name oh no Shots here I come,Just went through the three day hell of setting up new med along with copay assist Thankful for the help it just gets crazy starting over again Tec then Aubagio now Glatiramer acetate not to be confused with brand name oh no Shots here I come,47,46
32176,32176,2022-02-07 12:47:58+00:00,1490668660607836165,@GrumpyoldGould I remember when I had to come off of Tysabri last year same thing the wait between that and the ocrevus was so tough.. I’m very interested in how you will or do feel on ocrevus?,b'@GrumpyoldGould I remember when I had to come off of Tysabri last year same thing the wait between that and the ocrevus was so tough.. I\xe2\x80\x99m very interested in how you will or do feel on ocrevus?',kchester1991,https://twitter.com/kchester1991/status/1490668660607836165,en,tysabri,,I remember when I had to come off of Tysabri last year same thing the wait between that and the ocrevus was so tough Im very interested in how you will or do feel on ocrevus,I remember when I had to come off of Tysabri last year same thing the wait between that and the ocrevus was so tough Im very interested in how you will or do feel on ocrevus,36,36
38635,38635,2018-04-28 14:04:20+00:00,990230237135990784,@kim_crotty That worked. 🙂I’m sorry to hear you struggle so much with your MS. Are you on any medications? I am ok Tysabri and have been living a slightly normal life with it’s help. Still have my issues but it’s much better than when i got diagnosed.,b'@kim_crotty That worked. \xf0\x9f\x99\x82I\xe2\x80\x99m sorry to hear you struggle so much with your MS. Are you on any medications? I am ok Tysabri and have been living a slightly normal life with it\xe2\x80\x99s help. Still have my issues but it\xe2\x80\x99s much better than when i got diagnosed.',meggbutt,https://twitter.com/meggbutt/status/990230237135990784,en,tysabri,,That worked Im sorry to hear you struggle so much with your MS Are you on any medications I am ok Tysabri and have been living a slightly normal life with its help Still have my issues but its much better than when i got diagnosed,That worked Im sorry to hear you struggle so much with your MS Are you on any medications I am ok Tysabri and have been living a slightly normal life with its help Still have my issues but its much better than when i got diagnosed,46,46
74360,74360,2019-03-20 21:26:07+00:00,1108479856986210311,Last week: Anti-GBM crescentic glomerulonephritis related to Alemtuzumab (Multiple Esclerosis) and Carfilzomib induced TMA (Multiple Mieloma). #Druginducedrenaldisease https://t.co/wYb04zcyPw,b'Last week: Anti-GBM crescentic glomerulonephritis related to Alemtuzumab (Multiple Esclerosis) and Carfilzomib induced TMA (Multiple Mieloma). #Druginducedrenaldisease https://t.co/wYb04zcyPw',Miki_blasco,https://twitter.com/Miki_blasco/status/1108479856986210311,en,alemtuzumab,,Last week AntiGBM crescentic glomerulonephritis related to Alemtuzumab Multiple Esclerosis and Carfilzomib induced TMA Multiple Mieloma Druginducedrenaldisease,Last week AntiGBM crescentic glomerulonephritis related to Alemtuzumab Multiple Esclerosis and Carfilzomib induced TMA Multiple Mieloma,17,16
9167,9167,2019-05-30 23:20:00+00:00,1134238056091983878,"A new pooled analysis consisting of #realworlddata and clinical trial data has shown that treatment with #teriflunomide for #MS is effective and that its efficacy can be maintained long-term across multiple patient age groups. #CMSC2019
https://t.co/0kDJbHY09F",b'A new pooled analysis consisting of #realworlddata and clinical trial data has shown that treatment with #teriflunomide for #MS is effective and that its efficacy can be maintained long-term across multiple patient age groups. #CMSC2019\nhttps://t.co/0kDJbHY09F',neurology_live,https://twitter.com/neurology_live/status/1134238056091983878,en,teriflunomide,,A new pooled analysis consisting of realworlddata and clinical trial data has shown that treatment with teriflunomide for MS is effective and that its efficacy can be maintained longterm across multiple patient age groups CMSC2019,A new pooled analysis consisting of and clinical trial data has shown that treatment with for is effective and that its efficacy can be maintained longterm across multiple patient age groups,35,31
62155,62155,2021-02-24 10:39:52+00:00,1364525445287456770,Safety evaluation of shorter infusion for ocrelizumab in a substudy of the Phase IIIb CHORDS trial - PubMed https://t.co/x6fY0ALRwR,b'Safety evaluation of shorter infusion for ocrelizumab in a substudy of the Phase IIIb CHORDS trial - PubMed https://t.co/x6fY0ALRwR',AaronBosterMD,https://twitter.com/AaronBosterMD/status/1364525445287456770,en,ocrelizumab,,Safety evaluation of shorter infusion for ocrelizumab in a substudy of the Phase IIIb CHORDS trial  PubMed,Safety evaluation of shorter infusion for ocrelizumab in a substudy of the Phase IIIb CHORDS trial  PubMed,17,17
70955,70955,2018-08-13 19:00:07+00:00,1029080175479324678,"From a lady that needed a cane to get around to walking without it and up to today. I look at my legs and think well holy sh*t, you are strong. I will never take my health or body for granted again. Today, This is what MS looks like. #thisisms #mswarrior #lemtrada https://t.co/YeUqy4Mic4","b'From a lady that needed a cane to get around to walking without it and up to today. I look at my legs and think well holy sh*t, you are strong. I will never take my health or body for granted again. Today, This is what MS looks like. #thisisms #mswarrior #lemtrada https://t.co/YeUqy4Mic4'",sunflowermel123,https://twitter.com/sunflowermel123/status/1029080175479324678,en,lemtrada,,From a lady that needed a cane to get around to walking without it and up to today I look at my legs and think well holy sht you are strong I will never take my health or body for granted again Today This is what MS looks like thisisms mswarrior lemtrada,From a lady that needed a cane to get around to walking without it and up to today I look at my legs and think well holy sht you are strong I will never take my health or body for granted again Today This is what MS looks like,52,49
35036,35036,2020-04-24 08:23:41+00:00,1253600486781063169,"@DEllis52426813 @topsyjkv I've had a tysabri infusion and had to walk past 2 covid wards.. a week later had a MRI, where the whole of a&amp;e has been shut down. It's like a post apocalyptic film where it's a ghost town. That isn't control Jan it's scary as shit","b""@DEllis52426813 @topsyjkv I've had a tysabri infusion and had to walk past 2 covid wards.. a week later had a MRI, where the whole of a&amp;e has been shut down. It's like a post apocalyptic film where it's a ghost town. That isn't control Jan it's scary as shit""",laurju,https://twitter.com/laurju/status/1253600486781063169,en,tysabri,,Ive had a tysabri infusion and had to walk past covid wards a week later had a MRI where the whole of ae has been shut down Its like a post apocalyptic film where its a ghost town That isnt control Jan its scary as shit,Ive had a tysabri infusion and had to walk past covid wards a week later had a MRI where the whole of ae has been shut down Its like a post apocalyptic film where its a ghost town That isnt control Jan its scary as shit,46,46
29601,29601,2022-02-08 16:09:08+00:00,1491081674427613186,"Talk about good timing....so after getting the letter confirming I don't meet the criteria for Siponimod, this came upon my Facebook memories today...4 years of #SPMS #MultipleSclerosis https://t.co/o4NCPWBlct","b""Talk about good timing....so after getting the letter confirming I don't meet the criteria for Siponimod, this came upon my Facebook memories today...4 years of #SPMS #MultipleSclerosis https://t.co/o4NCPWBlct""",paul_griffin1,https://twitter.com/paul_griffin1/status/1491081674427613186,en,siponimod,,Talk about good timingso after getting the letter confirming I dont meet the criteria for Siponimod this came upon my Facebook memories today4 years of SPMS MultipleSclerosis,Talk about good timingso after getting the letter confirming I dont meet the criteria for Siponimod this came upon my Facebook memories today4 years of,27,25
25357,25357,2020-01-04 04:12:32+00:00,1213312230625660928,Antigen-shift in varicella-zoster virus-specific T-cell immunity over the course of Fingolimod-treatment in relapse-remitting #MultipleSclerosis #MS patients. https://t.co/BnaLuxim5d,b'Antigen-shift in varicella-zoster virus-specific T-cell immunity over the course of Fingolimod-treatment in relapse-remitting #MultipleSclerosis #MS patients. https://t.co/BnaLuxim5d',ingentium_ms,https://twitter.com/ingentium_ms/status/1213312230625660928,en,fingolimod,,Antigenshift in varicellazoster virusspecific Tcell immunity over the course of Fingolimodtreatment in relapseremitting MultipleSclerosis MS patients,Antigenshift in varicellazoster virusspecific Tcell immunity over the course of Fingolimodtreatment in relapseremitting patients,16,14
38735,38735,2018-04-06 13:40:58+00:00,982251820452990977,@biogenms I have to admit I had basically given up hope and things weren't looking good for me. Then my Neurologist Dr. John Rescigno told me about Tysabri. It came with it's risks but the bright side was it was considered just short of a cure. I did it and now my MRI came back clear.,"b""@biogenms I have to admit I had basically given up hope and things weren't looking good for me. Then my Neurologist Dr. John Rescigno told me about Tysabri. It came with it's risks but the bright side was it was considered just short of a cure. I did it and now my MRI came back clear.""",GeophagusNH,https://twitter.com/GeophagusNH/status/982251820452990977,en,tysabri,,I have to admit I had basically given up hope and things werent looking good for me Then my Neurologist Dr John Rescigno told me about Tysabri It came with its risks but the bright side was it was considered just short of a cure I did it and now my MRI came back clear,I have to admit I had basically given up hope and things werent looking good for me Then my Neurologist Dr John Rescigno told me about Tysabri It came with its risks but the bright side was it was considered just short of a cure I did it and now my MRI came back clear,55,55
2429,2429,2018-07-30 14:56:22+00:00,1023945404101140480,"Today the FDA has accepted cladribine tablets for filing, so we're re-visiting Gavin Giovannoni's recent expert interview: First Oral Short-course Treatment for
Adults with Highly Active Relapsing Multiple Sclerosis Now Approved in Europe https://t.co/DrK7EvxTOc @GavinGiovannoni https://t.co/V9LZiRyOD0","b""Today the FDA has accepted cladribine tablets for filing, so we're re-visiting Gavin Giovannoni's recent expert interview: First Oral Short-course Treatment for\nAdults with Highly Active Relapsing Multiple Sclerosis Now Approved in Europe https://t.co/DrK7EvxTOc @GavinGiovannoni https://t.co/V9LZiRyOD0""",touchNEUROLOGY,https://twitter.com/touchNEUROLOGY/status/1023945404101140480,en,cladribine,,Today the FDA has accepted cladribine tablets for filing so were revisiting Gavin Giovannonis recent expert interview First Oral Shortcourse Treatment for Adults with Highly Active Relapsing Multiple Sclerosis Now Approved in Europe,Today the FDA has accepted cladribine tablets for filing so were revisiting Gavin Giovannonis recent expert interview First Oral Shortcourse Treatment for Adults with Highly Active Relapsing Multiple Sclerosis Now Approved in Europe,33,33
49690,49690,2021-03-07 21:07:48+00:00,1368669738176548875,"@GavinGiovannoni @Brandon_Beaber is there a method available to check what kind of B cells are repopulating after using a DMT like Ocrevus? For example to check if those are more memory B cells or naïve B cells? As I have understood, the MBS's are the real target in case of MS... ?","b""@GavinGiovannoni @Brandon_Beaber is there a method available to check what kind of B cells are repopulating after using a DMT like Ocrevus? For example to check if those are more memory B cells or na\xc3\xafve B cells? As I have understood, the MBS's are the real target in case of MS... ?""",MSguncel,https://twitter.com/MSguncel/status/1368669738176548875,en,ocrevus,,is there a method available to check what kind of B cells are repopulating after using a DMT like Ocrevus For example to check if those are more memory B cells or nave B cells As I have understood the MBSs are the real target in case of MS ,is there a method available to check what kind of B cells are repopulating after using a DMT like Ocrevus For example to check if those are more memory B cells or nave B cells As I have understood the MBSs are the real target in case of MS ,49,49
71521,71521,2018-03-15 05:55:17+00:00,974162096668717061,Hideous migraine last night- moral of that story is to drink more water. Clearly lemtrada and 3 litres of water is not enough so upping the volume. At least my step count will improve! #water #Lemtrada #hydration,b'Hideous migraine last night- moral of that story is to drink more water. Clearly lemtrada and 3 litres of water is not enough so upping the volume. At least my step count will improve! #water #Lemtrada #hydration',MandieMoos,https://twitter.com/MandieMoos/status/974162096668717061,en,lemtrada,,Hideous migraine last night moral of that story is to drink more water Clearly lemtrada and litres of water is not enough so upping the volume At least my step count will improve water Lemtrada hydration,Hideous migraine last night moral of that story is to drink more water Clearly lemtrada and litres of water is not enough so upping the volume At least my step count will improve,36,33
6134,6134,2020-11-16 02:58:18+00:00,1328170502494576640,I can't deal with pain over a 4 need to talk about taking AUBAGIO (teriflunomide) with my doctor this week #neisvoid,"b""I can't deal with pain over a 4 need to talk about taking AUBAGIO (teriflunomide) with my doctor this week #neisvoid""",MinnieCRiley,https://twitter.com/MinnieCRiley/status/1328170502494576640,en,aubagio,,I cant deal with pain over a need to talk about taking AUBAGIO teriflunomide with my doctor this week neisvoid,I cant deal with pain over a need to talk about taking AUBAGIO teriflunomide with my doctor this week,20,19
71513,71513,2018-03-18 23:07:09+00:00,975508938635595776,"Wonderful news! I'm half way through a two year treatment of #Lemtrada I've always considered #HSCT as a viable option to treat my #MS if Lemtrada doesn't help slow my twenty years of #disease progression. This is much welcome news of hope, after a hard, fatigue-ridden day🤞🤗 xx https://t.co/FGm94irJIu","b""Wonderful news! I'm half way through a two year treatment of #Lemtrada I've always considered #HSCT as a viable option to treat my #MS if Lemtrada doesn't help slow my twenty years of #disease progression. This is much welcome news of hope, after a hard, fatigue-ridden day\xf0\x9f\xa4\x9e\xf0\x9f\xa4\x97 xx https://t.co/FGm94irJIu""",Cliona_Evans,https://twitter.com/Cliona_Evans/status/975508938635595776,en,lemtrada,,Wonderful news Im half way through a two year treatment of Lemtrada Ive always considered HSCT as a viable option to treat my MS if Lemtrada doesnt help slow my twenty years of disease progression This is much welcome news of hope after a hard fatigueridden day xx,Wonderful news Im half way through a two year treatment of Ive always considered as a viable option to treat my if Lemtrada doesnt help slow my twenty years of progression This is much welcome news of hope after a hard fatigueridden day xx,48,44
56272,56272,2019-06-05 19:04:54+00:00,1136348186086465541,@SimonHarrisTD @PresidentIRL @MichaelDHiggins He does make us so proud. You could also if you approved ocrevus for ppms patients,b'@SimonHarrisTD @PresidentIRL @MichaelDHiggins He does make us so proud. You could also if you approved ocrevus for ppms patients',helytweet,https://twitter.com/helytweet/status/1136348186086465541,en,ocrevus,,He does make us so proud You could also if you approved ocrevus for ppms patients,He does make us so proud You could also if you approved ocrevus for ppms patients,16,16
6073,6073,2020-12-27 20:42:58+00:00,1343296337647960070,"Whatever it is it's going good, went grocery shopping I had enough energy to go back in and get popsicles while pulling my full cart and walk my full cart and box of popsicles home and my leg woke up a lot faster 

First week of Aubagio for #MultipleSclerosis 🤯🥳🎇","b""Whatever it is it's going good, went grocery shopping I had enough energy to go back in and get popsicles while pulling my full cart and walk my full cart and box of popsicles home and my leg woke up a lot faster \n\nFirst week of Aubagio for #MultipleSclerosis \xf0\x9f\xa4\xaf\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x87""",MinnieCRiley,https://twitter.com/MinnieCRiley/status/1343296337647960070,en,aubagio,,Whatever it is its going good went grocery shopping I had enough energy to go back in and get popsicles while pulling my full cart and walk my full cart and box of popsicles home and my leg woke up a lot faster First week of Aubagio for MultipleSclerosis,Whatever it is its going good went grocery shopping I had enough energy to go back in and get popsicles while pulling my full cart and walk my full cart and box of popsicles home and my leg woke up a lot faster First week of Aubagio for,49,48
16158,16158,2020-09-29 07:34:24+00:00,1310845367093780491,"Dimethyl Fumarate (Zydus Pharmaceuticals (USA) Inc.): 

Dimethyl fumarate is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary…

https://t.co/EPcLsu0uLF https://t.co/8WgG8dKaNr","b'Dimethyl Fumarate (Zydus Pharmaceuticals (USA) Inc.): \n\nDimethyl fumarate is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary\xe2\x80\xa6\n\nhttps://t.co/EPcLsu0uLF https://t.co/8WgG8dKaNr'",MedsLib,https://twitter.com/MedsLib/status/1310845367093780491,en,dimethyl fumarate,,Dimethyl Fumarate Zydus Pharmaceuticals USA Inc Dimethyl fumarate is indicated for the treatment of relapsing forms of multiple sclerosis MS to include clinically isolated syndrome relapsingremitting disease and active secondary,Dimethyl Fumarate Zydus Pharmaceuticals USA Inc Dimethyl fumarate is indicated for the treatment of relapsing forms of multiple sclerosis MS to include clinically isolated syndrome relapsingremitting disease and active secondary,30,30
22092,22092,2018-06-19 11:50:02+00:00,1009040607908696064,"New Post: MS News That Caught My Eye Last Week: A Myelin Discovery; Comparing Gilenya and Tecfidera; Measuring a Fall Risk; Smoking, Obesity, and MS https://t.co/W1BDdw9Zy8 https://t.co/cJDQ2VGAdv","b'New Post: MS News That Caught My Eye Last Week: A Myelin Discovery; Comparing Gilenya and Tecfidera; Measuring a Fall Risk; Smoking, Obesity, and MS https://t.co/W1BDdw9Zy8 https://t.co/cJDQ2VGAdv'",MSNewsToday,https://twitter.com/MSNewsToday/status/1009040607908696064,en,gilenya,,New Post MS News That Caught My Eye Last Week A Myelin Discovery Comparing Gilenya and Tecfidera Measuring a Fall Risk Smoking Obesity and MS,New Post MS News That Caught My Eye Last Week A Myelin Discovery Comparing Gilenya and Tecfidera Measuring a Fall Risk Smoking Obesity and MS,25,25
33240,33240,2021-05-07 20:32:56+00:00,1390766623796219907,@gabebravo Good rule to have. My last Tysabri infusion took 3 attempts and I was ready to throw in the towel I can't stand it lol. Hope your infusion went well.,"b""@gabebravo Good rule to have. My last Tysabri infusion took 3 attempts and I was ready to throw in the towel I can't stand it lol. Hope your infusion went well.""",russellsmivs,https://twitter.com/russellsmivs/status/1390766623796219907,en,tysabri,,Good rule to have My last Tysabri infusion took attempts and I was ready to throw in the towel I cant stand it lol Hope your infusion went well,Good rule to have My last Tysabri infusion took attempts and I was ready to throw in the towel I cant stand it lol Hope your infusion went well,29,29
15667,15667,2022-04-07 11:14:16+00:00,1512025964707921921,Varicella-Zoster Reactivation in a Non-immunized Elderly Multiple Sclerosis Patient While on Delayed-Release Dimethyl Fumarate With Grade 2 Lymphopenia and Profoundly Low CD4+ and CD8+ Cell Counts: A Case Report https://t.co/PjJxaoNzdS,b'Varicella-Zoster Reactivation in a Non-immunized Elderly Multiple Sclerosis Patient While on Delayed-Release Dimethyl Fumarate With Grade 2 Lymphopenia and Profoundly Low CD4+ and CD8+ Cell Counts: A Case Report https://t.co/PjJxaoNzdS',Phage_Papers,https://twitter.com/Phage_Papers/status/1512025964707921921,en,dimethyl fumarate,,VaricellaZoster Reactivation in a Nonimmunized Elderly Multiple Sclerosis Patient While on DelayedRelease Dimethyl Fumarate With Grade Lymphopenia and Profoundly Low CD4 and CD8 Cell Counts A Case Report,VaricellaZoster Reactivation in a Nonimmunized Elderly Multiple Sclerosis Patient While on DelayedRelease Dimethyl Fumarate With Grade Lymphopenia and Profoundly Low CD4 and CD8 Cell Counts A Case Report,28,28
3404,3404,2021-02-15 19:55:36+00:00,1361403809365438467,"@kim_crotty Yes very much so. I've been less tired since I started and my MRI showed hardly any disease activity.
@jayne_maxwell and @deeteezy are also on team Mavenclad if you want more first hand stories. Good luck! When are you starting?","b""@kim_crotty Yes very much so. I've been less tired since I started and my MRI showed hardly any disease activity.\n@jayne_maxwell and @deeteezy are also on team Mavenclad if you want more first hand stories. Good luck! When are you starting?""",MSWarriorMJ,https://twitter.com/MSWarriorMJ/status/1361403809365438467,en,mavenclad,,Yes very much so Ive been less tired since I started and my MRI showed hardly any disease activity and are also on team Mavenclad if you want more first hand stories Good luck When are you starting,Yes very much so Ive been less tired since I started and my MRI showed hardly any disease activity and are also on team Mavenclad if you want more first hand stories Good luck When are you starting,38,38
51750,51750,2020-09-17 12:47:39+00:00,1306575545019379713,"@paulinenufc Sounds positive that no new lesions 👍🏼 I was on tecfidera for about 5 months, came off it because couldn’t deal with the ‘gastro’ side effects. Have to be very careful with taking after food etc, something I wasn’t good at. On Ocrevus now, and all seems good 😊","b'@paulinenufc Sounds positive that no new lesions \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc I was on tecfidera for about 5 months, came off it because couldn\xe2\x80\x99t deal with the \xe2\x80\x98gastro\xe2\x80\x99 side effects. Have to be very careful with taking after food etc, something I wasn\xe2\x80\x99t good at. On Ocrevus now, and all seems good \xf0\x9f\x98\x8a'",Edd_86_R,https://twitter.com/Edd_86_R/status/1306575545019379713,en,ocrevus,,Sounds positive that no new lesions I was on tecfidera for about months came off it because couldnt deal with the gastro side effects Have to be very careful with taking after food etc something I wasnt good at On Ocrevus now and all seems good,Sounds positive that no new lesions I was on tecfidera for about months came off it because couldnt deal with the gastro side effects Have to be very careful with taking after food etc something I wasnt good at On Ocrevus now and all seems good,46,46
54791,54791,2019-12-19 18:04:25+00:00,1207723375235174400,"@tarotcraft2 Be aware that Ocrevus is not effective for women with PPMS, though it is for those with RRMS.

https://t.co/gQFDyxYYI1","b'@tarotcraft2 Be aware that Ocrevus is not effective for women with PPMS, though it is for those with RRMS.\n\nhttps://t.co/gQFDyxYYI1'",ericta8,https://twitter.com/ericta8/status/1207723375235174400,en,ocrevus,,Be aware that Ocrevus is not effective for women with PPMS though it is for those with RRMS,Be aware that Ocrevus is not effective for women with PPMS though it is for those with RRMS,18,18
67851,67851,2020-05-16 21:07:32+00:00,1261765247498665988,"@shiftms I’ve found that many with MS either have to reduce or stop drinking alcohol but it does help some of us. 

I was hoping to have a beer for my birthday in June to see if I could drink it again (after 2 rounds of Lemtrada, maybe) but now I don’t know if bars will be open by then.","b'@shiftms I\xe2\x80\x99ve found that many with MS either have to reduce or stop drinking alcohol but it does help some of us. \n\nI was hoping to have a beer for my birthday in June to see if I could drink it again (after 2 rounds of Lemtrada, maybe) but now I don\xe2\x80\x99t know if bars will be open by then.'",Lighty99,https://twitter.com/Lighty99/status/1261765247498665988,en,lemtrada,,Ive found that many with MS either have to reduce or stop drinking alcohol but it does help some of us I was hoping to have a beer for my birthday in June to see if I could drink it again after rounds of Lemtrada maybe but now I dont know if bars will be open by then,Ive found that many with MS either have to reduce or stop drinking alcohol but it does help some of us I was hoping to have a beer for my birthday in June to see if I could drink it again after rounds of Lemtrada maybe but now I dont know if bars will be open by then,58,58
16438,16438,2020-04-10 07:03:52+00:00,1248506970161594368,@ethangbaus Michael acceptos are certainly PAINS but the number of drugs having an acrylamide group is now significant. Even dimethyl fumarate is approved. We don't need prejudices now.,"b""@ethangbaus Michael acceptos are certainly PAINS but the number of drugs having an acrylamide group is now significant. Even dimethyl fumarate is approved. We don't need prejudices now.""",alessio_lodola,https://twitter.com/alessio_lodola/status/1248506970161594368,en,dimethyl fumarate,,Michael acceptos are certainly PAINS but the number of drugs having an acrylamide group is now significant Even dimethyl fumarate is approved We dont need prejudices now,Michael acceptos are certainly PAINS but the number of drugs having an acrylamide group is now significant Even dimethyl fumarate is approved We dont need prejudices now,27,27
