,CleanText,Label
1747,thank you for bill for those suffering from MS. Could you not add in that government add MS drugs coverage too Only some provinces cover. Here in Ontario they dont. Copaxone costs month. Gilenya month.,0
1748,annually for Neuro quarterly for MS nurse for routine bloods tecfidera,0
1749,Years On Tysabri MS Tuesday,0
1750,I ve been on Tecfidera since it st came out it works me. Side effects R minimal they fade. GoodLuck GentleHugs,1
1751,Leukocyte adhesion molecule dynamics after Natalizumab withdrawal in Multiple Sclerosis.,0
1752,More CLARITY on long term benefits of cladribine Nature Reviews Neorology via BrainSights for iOS,0
1753,Ocrevus has been good for my wife but man tysabri was awesome she was on it for years walked without a cane but her last test showed a elevation so they pulled her off it but they didn t wean her off. Her immune system crashed and it took years of steroids to stabilize,1
1754,Would newly approved ofatumumab be better than ocrevus for people over kg since its dosed monthly Im kg and have a tough two months leading up to my next ocrevus infusion. I experience a wearing off effect,1
1755,Dimethyl Fumarate May Be Safe Effective for Pediatric Multiple Sclerosis Neurology Advisor,0
1756,curious how many people who are jcvirus positive that stay on tysabri after the years ms jcvirus jcpositive pml,1
1757,Ive been on Tysabri for years. No exacerbations no new or active lesions. Great stuff,1
1758,Lemtrada MS Treatment update Because lemtrada lowers Lymphocytes a lot I was given Valtrex x daily. Started developing symptoms of shingles anyway. Dr. increased to x daily x week. Seems to be working. BP is elevated I think as a side effect.,0
1759,FDA Safety review of reported death after first dose of MS drug Gilenya.,0
1760,Date for round of alemtuzumab. th June . Looking forward to kicking this MS into shape.,0
1761,I am happy to say that I m going to start ocrevus in October. It s my last attempt at medications so just pray...,1
1762,Haven t been on here awhile. My Steelers play Sun We Dey Against Bungals. Start Lemtrada in Oct. Get tired of all these Drugs ,1
1763,Study Shows That People with MS Taking Natalizumab Develop Antibodies to the JC Virus at Higher Than Normal Rates ,1
1764,Roche s Ocrevus receives TGA approval for RMS and PPMS treatment in Australia ... Read more ROG,0
1765,Newly diagnosed neurologist started me on Tecfidera within a month or so. Up to full dose now side affects have been manageable.,1
1766,Skin reactions with cladribine in MS,0
1767,Help Anyone else on Tecfidera How are you finding it with your deliveries monthly bloods Good or bad I d really love to hear from you ms MultipleSclerosis mswarrior,1
1768,Tysabri No. today met a lad in the infusion room just years old who found out he had MS after a motorcycle crash broke his spine in places and the MRI revealed Lesions. He had a relapse after and had to re learn to walk. Nothing phased him he just wanted it to hurry up,1
1769,Onacceptabele of course. Choice to go for Induction therapy HSCT or Lemtrada or escalation therapy strategy should be up to the patient to decide. nothingaboutuswithoutus patientsfirst,0
1770,Evaluation of pregnancy outcomes from the Tysabri natalizumab pregnancy exposure registry a global ...,0
1771,I considered it but went with Ocrevus,1
1772,Im finished with my second round of Lemtrada alemtuzumab . Hopefully this will be the final round of this disease modifying therapy DMT for me and my final MS treatment of any kind MultipleSclerosis chronicillness,1
1773,I added a video to a playlist Matt s Multiple Sclerosis Lemtrada Day DONE ,1
1774,Today s tysabri ivselfie from ...obs freaked out nursing staff had to have ECG neuro registrar sign off,0
1775,I have MS I am on Ocrevus. I truly did not want a vaccine I was scared of the unknown with having an autoimmune disorder but I want live I received my Pfizer vaccine Tues May th very little side effects so I guess the benefit is out weighs the risk doyourpart MS er,1
1776,We ve just posted on our Blog about Overdosing with Natalizumab,0
1777,Roche s Ocrevus racks up more positive MS data in relapsing and primary progressive forms ,0
1778,Open Access UCL Research Long term effects of delayed release dimethyl fumarate in multiple sclerosis Interim...,0
1779,thank you for rejecting our appeal for a rd dose of Lemtrada for my relapsing remitting MS RRMS . I guess you guys couldnt find any room in your B profit to pay for my necessary medication. When did capitalism become greedism ,1
1780,Seven years after the FDA sent a CRL to EMD Serono for its cladribine tablets the agency has announced its acceptance of an NDA for the mutliplesclerosis therapy.,0
1781,My girlfriend has been on mavenclad nearly years now and it s as if she doesn t have MS at all ,1
1782,Part of me wishes I just risked it and stayed on Tysabri but part of me is glad I played it safe. ,1
1783,having lots of fatigue since starting Gilenya month ago. Didn t think that was a side effect Does this subside ,0
1784,Siponimod improves outcome in seconday progressive multiple sclerosis AANAM MultipleSclerosis,0
1785,years ocrevus. I love that i even have to think about ms is twice a year. Im and have was diagnosed years ago. Highly recommend ,1
1786,FDA Accepts NDA for Cladribine Tablets for MS Treatment via,0
1787,I take Ocrevus. Infusion day is long but I like that it is only x per year. I have no side effects and havent had any new lesions since starting only been on it a year now though ,1
1788,the biggest what if of this season is anyone DHing besides Edwin,0
1789,MSsucks but it s nice to wear a little bling that normally hangs on my neuros wall. blingbaby tysabri infusion fuckMS chronicillness,1
1790,Just started Ocrevus. The amount for infusions a year. ONE HUNDRED FOURTY TWO THOUSAND DOLLARS Before that was on Tysabri. k per month not including fee for nurse to administer it. Why now Why so you care NOW Youve been in Congress for how long Afraid youll lose ,0
1791,MS Selfie case study on undefined treatment benefits. This patient on natalizumab has no evident disease activity but progressive and accelerated brain volume loss. She is keen to switch to HSCT or alemtuzumab. What should she do ClinicSpeak,0
1792,MS News that Caught My Eye Last Week rd Round of Lemtrada Ampyras Possibilities Long term MD Possible PMLTreatment,0
1793,Via For patients with relapsing multiple sclerosis continuous and early ocrelizumab therapy up to years offered sustained benefit on MRI and clinical measures of disease progression.,0
1794,Progressive multifocal leukoencephalopathy in Patients Treated with Dimethyl Fumarate,0
1795,Yes I remember Lemtrada pre steroids infusions.,1
1796,Latest Research Bolsters My Confidence in Using Tecfidera ,1
1797,On my way to get the quarterly blood work. TECFIDERA is a good drug but da A royal pain ,1
1798,Comparing the influence of two immunosuppressants fingolimod azathioprine on wound healing in a rat model of primary and secondary intention wound closure.,0
1799,I m on Ocrevus and it s only causing problems,1
1800, RHHBY NEW ARTICLE New Data for Genentech s Ocrevus ocrelizumab Reinforce Significant Benefit on Slowing Disease Progression in Relapsing and Primary Progressive Multiple Sclerosis Get all the latest RHHBY related news here ,0
1801,Tolerability is essential to improving adherence to treatment. Thanks for sharing my ECTRIMS poster on results from the MS trial EVOLVE MS on flushing adverse events comparing fumarates dimethyl fumarate Tecfidera and diroximel fumarate Vumerity .,1
1802,Axonal Damage in Relapsing Multiple Sclerosis is Markedly Reduced by Natalizumab,0
1803,Im on Ocrevus. Minus the rash this is kind of me the past month or so. I didnt figure it had any thing to do with meds. I had a bad cold in Dec Jan. Do for my next infusion in early March.,1
1804,Novartis Mayzent OK d in Europe for multiple sclerosis,0
1805,Its mostly off limits for me. Not only does it effect me quicker... much much quicker... but I also have to be careful of my liver enzymes. Im taking Tecfidera which keeps these bouncing a little high.,1
1806,Preparing for my Ocrevus infusion.. MSismynemesis,0
1807,Rachel my Tysabri nurse said I d still have to attend hospital once a month as the nurses will administer the injections monitor. It will take mins instead of hours.,1
1808,Thanks for the suggestion My vertigo is currently gone for now . Made it through my fist Ocrevus CrapGap I ll have to pick some up before my next one,1
1809,I ve lost lbs in the last weeks. I ve been on Tecfidera for years and the weight loss started when I caught the flu,1
1810,New MultipleSclerosis treatment ocrelizumab represents a landmark study in the field. MSresearch,0
1811,I m looking forward to it. Took me over a year to come to terms with this diagnosis I didn t tell anyone until I had to. Took a while but now I know all the triggers. I rest lots and take Ocrevus. It s working ,1
1812,Clinical Specialist Ocrevus Grand Rapids MI South San Francisco,0
1813,Spinraza with a list price of for the first year to offset slowing growth of its top selling drug Tecfidera which causes hair loss possibly a personality change like a Dr. Jeckyl Mr. Hyde trip. Whoah No thanks BIOGEN,0
1814,Hi Dr. Beaber. Can you do a video about the groups for which Ocrevus for PPMS is ineffective Like women those over those without active lesions etc ,0
1815,FDA classification speeds up development and research of Ocrelizumab ms,0
1816,. See Spherix Global s RealTime Dynamix MS Q reports to see what s going on with Tecfidera,0
1817,Will this report be judged as the one that convinced the world that EBV is the cause of MS Not for me we need an EBV vaccination prevention study to do that. EBV associated IRIS as a possible cause of fulminant MS relapse post natalizumab. ThinkSpeak,0
1818,Novartis falls short in controversial IPR process as board nixes Gilenya patent The U.S. ... mymexicandrugstore,0
1819,Im rereading a series called The Dark is Rising by Susan Cooper. First read them at about age . Comfort reading Also The Mabinogion. I do love a bit of fantasy. I used to get up do the ironing when on huge steroid doses during Lemtrada. Speed ironing ,1
1820,So the store I was working at closed at the end of February and I ran out of Aubagio in January still working w the dr. office insurance and the pharm. co. to get my meds and the neuro s office called today to sayI lose my filter when I m nervous and then I get clumsy ,1
1821,Topline Results Negative for MS Drug in Acute Stroke natalizumab,0
1822,With news breaking about Cladribine becoming more readily available we ask Prof G about how this will affect MSers.,0
1823,Alemtuzumab CARE MS I year follow up auneuroreviews multiplesclerosis,1
1824,Hairy Cell leukemia CD c annexin A Mutation BRAFV E st Cladribine Pentostatin nd depend on the time of relapse more than years repeat first line less than years Vemurafenibe Cladribine Rituximab New Moxetumomab pasudotox SE CLS HUS,0
1825,If you take Tecfidera please be aware of the following notice TECFIDERA dimethyl fumarate Risk of Rare...,0
1826,Novartis could snag a blockbuster MS market all for itself just in time to fight Gilenya generics ,0
1827,Christmas PIP MRI New Car Vaccine No ms MultipleSclerosis lemtrada ocrevus,0
1828,I live with MS and have not taken Ocrevus this year that further suppresses my immune system. I also had pneumonia twice in . I m back working face to face with college students we re all masked vaxxed and don t want to make myself even more vulnerable. This bugs me too.,1
1829,Tysabri is my drug of choice and me it has worked for me since,1
1830,excuse me jumping in but I so wish my Tysabri helped with my fatigue Walking around in fog ,1
1831,And also underscores importance get a third shot and th six months later if youre on anti CD . The bump in T cell protection now proven repeatedly on patients on Ocrevus is literally a life saver.,0
1832,I m jcv positive and on cladribine,1
1833,I know you have hun. Im glad the Tecfidera is working for you,1
1834,Anybody with MS have any opinions on Gilenya My bloods are all over the place from these what next Opinion MSWarrior medication,1
1835,I took the alemtuzemab Lemtrada trial between . From I have had Vocal Chord Dysfunction. Have others had this ,1
1836,Still unconvinced by Peanut Butter. Day of tecfidera,0
1837,Hmm..dont know. Ive not had one Lemtrada Round last June. I assumed I wouldnt be in the shielding category .....,1
1838,That was my MS nurses thinking I have finished lemtrada and observations now so I don t need an MRI...but I will push for one anyway plus a review with my neurologist.,1
1839,Fingolimod molecular structure dermatographia thanks ,0
1840,Very good news I am happy for you. How many doses of ocrevus did you take before the MRI ,1
1841,FDA Warns of Stroke Dissection Risk With MS Drug Alemtuzumab via,0
1842,Response to Kobayashi et al. Erythroblast appearance associated with natalizumab Multiple Sclerosis and Related Disorders,0
1843,FDA approved Ocrevus ocrelizumab tx adults relapsing MultipleSclerosis MS primary progressive MS PPMS ,0
1844,I had ocrevus in November so have been told I need to wait until February to get booster. I didn t make any antibodies to x AZ months months after ocrevus so I m not holding out much hope to anything after just months from infusion.,1
1845,COVID in teriflunomide treated patients with multiple sclerosis A case report and literature review,0
1846, She is indeed started on teriflunomide but returns months later reporting diplopia mild paraparesis and numbness in her hands legs and lower torso.,0
1847,Fingolimod Chitnis et al NEJM is only pediatric RCT supported med for MS works sig better than interferons,0
1848,Ontario Canada . Rocking MS for years officially but i say waaaaaay longer. Currently on Aubagio. My motto I have MS but MS doesn t have me,1
1849,Theyve decided to take me off Tecfidera Hun they said they cant risk it. So back to the drawing board for me see neuro Hope youre ok xxx,1
1850,Things To Know About Ocrevus Dosage MS,0
1851,Mitch Big Big News in Treatment of My Type of MS Ocrelizumab Genentechs Ocrelizumab First Inve... multscler,1
1852,Even alemtuzumab. I ll take it if I have to. Even fingolimod to tide me over to ocrelizumab s PBS addition.,0
1853,Real World Use of Teriflunomide in South Africa A Medium Prevalence Multiple Sclerosis Area,0
1854,Efficacy of Ofatumumab Greater than Teriflunomide in Early Relapsing MS Neurology Advisor via BrainSights for iOS,0
1855,Gilenya HIGHLIGHTS OF PRESCRIBING INFORMATION,0
1856,Another infusion treatment option for Multiple Sclerosis MS is Tysabri. Healthcare Medical Infusion Specialties is one of the few outpatient sites in the state of Mississippi administering Tysabri through the TOUCH...,0
1857,Fingolimod modulates multiple neuroinflammatory markers in a mouse model of Alzheimer s disease lymphocytes,0
1858,A sensitive liquid chromatographytandem mass spectrometry method for quantitative bioanalysis of Fingolimod in human blood Application to pharmacokinetic study massspecpub biomedchrom,0
1859,Ocrelizumab A B cell Depleting Therapy for Multiple Sclerosis. PubMed NCBI,0
1860,APC Tecfidera Alcura I was promised re delivery but it didn t even leave the depot. Can t answer phones USELESS.,1
1861,Aubagio generics would be on the market by then. probably going to need clear superiority in a h h ,0
1862,Novartis data at AAN show Mayzent s positive impact on cognitive processing speed a core element of cognitive function in people living with secondary progressive MS,0
1863,This leaves my nerves exposed and in turn the communication between my body and brain gets confused lol darn dial up connection What dies this mean for future streams YouTube On Monday I start a treatment called Tysabri this will suppress the baddies in my immune system,1
1864,Dr Boster have you seen any studies or heard any data about how people on Lemtrada have fared with Covid I ve seen data about those on other DMTs but haven t seen anything for Lemtrada yet.,1
1865,Spasticity new sofas and the outlaws are coming. MS multiplesclerosis lemtrada ocrevus,0
1866,BREAKING The FDA is saying Gilenya may cause Brain Infection Read more here MScure fightMS FDA brainhealth,0
1867,This says MS one disease. Should not make distinction between relapsing remitting and progressive MS. It is one continuum. Neurologists should have freedom to prescribe as they fit including Siponimod for more advanced MS. Now hamstrung by NICE and strict prescribing rules.,1
1868,Thanks for the link. Ocrevus is depleting my B cells to so not likely to have any Covid antibodies. Its also irritatingly stomping down my IgG and IgM counts. Have you seen any studies also including age as a factor Concerned that an aging immune system makes it worse.,1
1869,Its funny because I see it the other way. If there was an area of conencern FDA would have at least given Bristol an Adcom. You also have to admit that Siponimods data package was quite thin.,0
1870,Siponimod Reduces Disability Progression in Secondary Progressive Multiple Sclerosis MS ,0
1871,Ahh I see Our flush is direct flush and takes a minute after the Tysabri min. Then we have to wait the hour so its the same really,1
1872,Ha Zaaahh... I had my Tysabri infusion today my first during this COVID pandemic...,1
1873,Before Ocrevus they didn t have a drug for primary progressive MS. MStrength Not all medications work the same for everyone and when you find something with minimal side effects no everyday pill and no injections and it seems to help stick with it ,1
1874,Not liking my new chemo Lemtrada. It is so harsh. I am having body aches all over nausea a massive headache and feel blah.,1
1875,pray for me to get financial services to get this life changing drug lemtrada,1
1876,I ll be at the very front of the queue. I m on Tecfidera so hopefully it will be ok,1
1877,A case series from the Freiburg MS group shows severe activation of disease during therapy with alemtuzumab. Important data for both patient care and a better understanding of disease mechanisms,0
1878,Just off for my th tysabri infusion. Hopefully this time I dont get stuck between a man coughing his guts up and a woman who knows Elton John and drives a Mercedes mssucks MultipleSclerosis fuckms,1
1879,These data are worrying pwMS stable on natalizumab still lost gray matter which increased with age. Is this premature ageing on the slowly expanding lesion shredding the brain. Clearly we need something else on top of natalizumab. ThinkCombination,0
1880,Good luck Aubagio was too new for me to have as an option. But I had a lot of tests for Gileya too no issues. Don t panic,1
1881,y wks post R Lemtrada MS Multiplesclerosis Puppies Sofas blood Results Funky thyroid,1
1882,Digestive side effects with teriflunomide Thoughts on lactose.,0
1883,New article Aggressive multiple sclerosis a single center real world treatment experience aematopoietic stem cell transplantation and alemtuzumab. MS multiplesclerosis neurology,0
1884,u like it i take ocrevus its an infusion but every months,1
1885,I ve not been taking it tht long. Had a terrible time with tecfidera. Maybe there s something else u can take x,1
1886,Ocrevus. Only one approved for PPMS. Appears to stop progression for months.,0
1887,Terrific Tysabri Tuesday Our positive motivating happy fit strong beautiful mswarrior,0
1888,years on interferon. You ve done v well. I did years before aubagio which failed for me. Now on tysabri. I like it,0
1889,MS Patients Treated in Clinical Practice with Fingolimod ShowBenefits,0
1890,CER of delayed release dimethyl fumarate vs glatiramer acetate in multiplesclerosis patients openaccess,0
1891,Heads up Biogen. After digging into Tecfidera patent arguments analyst predicts a loss,0
1892,gaaah. flushing hard right now after taking my st dose of Tecfidera today. I took an aspirin ate a bit min. beforehand. Harsher than taking a big hit of niacin. After mos of intense body symptoms wks getting the Rx now riding out this... f cking MS.,1
1893,Just curious... I m unable to start any DMTs because my doctor refuses as I have not had COVID vaccine. I ve had dysphagia for over a year so I m no longer taking Tecfidera. I also have high JCV levels. Where does this leave me Are there any pills that can be crushed ,1
1894,Welp STILL not getting my tysabri the amount of urgency dr s put on things ppl w diseases is ridic.,1
1895,Nursing Management of Gastrointestinal Adverse Events Associated With Delayed Release Dimethyl Fumarate hvhebron infermeriahvh Text complet ,0
1896,Reduced toxicity myeloablative conditioning with BU fludarabine alemtuzumab and SCT from sibling donors in,0
1897,Disease reactivation after switching from natalizumab to daclizumab. PubMed NCBI,0
1898,Sanofi Cellectis team up to pair Lemtrada with allogeneic CAR Ts.,0
1899,A I found deciding on treatment almost as hard as getting the MultipleSclerosis diagnoses. Many options all with some pretty awful sounding side affects. Take your time choose whats best for you and your circumstances life style. I chose Ocrevus. Today is nd of st dose ,1
1900,Cladribine an multiple sclerosis treatment identified as a repurposable drug for treating melanoma with CDKN A mutation by using the Synthetic Lethality Knowledge Graph SLKG to explore a comprehensive set of synthetic lethality dosage lethality pairs ,0
1901,Zoe finally got her new chemo Lemtrada appointment after having another MS relapse months ago. Yay ,0
1902,How is he not getting some kind of anesthetic for these procedures When I get my Ocrevus infusion all it does is make me feel like I have a cold for a few hours and I still get a ton of Benadryl from the nurse.,1
1903, BIIB interesting study for Tysabri in acute ischemic stroke. u seen this Thanks for the slides,0
1904,Teriflunomide Preserves Neuronal Activity and Protects Mitochondria in Brain Slices Exposed to Oxidative Stress,0
1905,Im on cladribine. Think it just depletes T cells. Had my th dose on th July and currently recovering from ocular shingles. Both covid vaccines but my shingles antibodies had disappeared,1
1906,Ocrelizumab a new milestone in multiple sclerosis therapy.,0
1907,I assume this is not safe to take ...first time I had a faulty Tecfidera capsule in my pack...out of thats not too bad I guess... LifeWithMS MS,1
1908,hi Lola Im at the clinic today getting tysabri for my multiple sclerosis. I was wondering if you could give me some good luck Sending you many hugs and I love you .,1
1909,A member would like to know A breakdown of the percentage of patients prescribed either of the two highly effective DMDs Tysabri or Lemtrada by neurologist in Northern Ireland And a breakdown of the percentage of patients taken off these DMD s since review ,0
1910,FDA panel supports approval of Sanofi MS drug Lemtrada Reuters India more ,0
1911,Fighting Stigma NICE Does Not Favor Adding Mayzent to NHS England for Active SPMS Northern Ireland s Department of Health typically follows NICE guidance after a review which is underway. In England SPMS is estimated to affect...,0
1912,Pex Consensus Management of Gastrointestinal Events Associated with Delayed Release dimethyl fumarate.,0
1913,Novartis Gilenya staves off geric challengers for now.,0
1914,I can t wait to move hopefully I will be moved and settled and the tecfidera will have have kicked so no relapses for a while and my leg will be back to normal that s what I m hoping anyway positivity xx,0
1915,Regarding PML risk. Should natalizumab be used on an extended interval ,0
1916,Im on Tysabri for a year. For me no side effects. Monthly visit to hospital for infusion which you get used to pretty quickly. I think my edss is about ,1
1917,Job Cambridge USA MA Cambridge U.S. Director MS Global Publications Lemtrada Title Director MS Glob...,0
1918,y wks post R post lemtrada for ms MultipleSclerosis Road trips galore and life stuff,0
1919,Ugh. I am on Ocrelizumab. B cell depletion. I have wicked anxiety wondering what all of this will mean for me.,1
1920,Novartis Sues to Block Generic Sales of Top Drug Gilenya for MS Bloomberg,0
1921,Action secondary autoimmunity on alemtuzumab explained by B cell kinetics incl neutralizing drug antibodies.,0
1922,Hey JD Absolutely could be I hope theres a vaccine someday that includes a MS preventative. Ive been taking Aubagio for at least a year. Previously Tecfidera prior to that Avonex. Ampyra also from start. Pray for an annual cure maintenance shot,1
1923,Why I ve opted for Ocrevus over Mavenclad,1
1924,Latest Research Bolsters My Confidence in Using Tecfidera,1
1925,That s good Tony hope Ocrevus helps. I m ok just the ms fatigue floors me. Can t keep up with people I follow on here .,1
1926,How are you Been on Ocrevus for a year now. Hope you are well LoveToMyFellowMSer,0
1927,Yes my lymphocytes have been low for a while now and my liver function is deranged too I m not sure I m thinking more kesimpta or ocrevus they all have risks don t they Would you rather stay on the tysabri Any reason Xx,1
1928,EU revokes one of the patents on Biogen blockbuster Tecfidera FiercePharma,0
1929,It s pretty brutal alright. I ve only had flu twice before this bout. Re Lemtrada I ve had my smear test bloods next week. What s next ,1
1930,Taking an anti CD medication ocrevus kesimpta rituximab reduces b cell response and antibodies after Covid vaccines but antigen specific CD and CD T cell response was preserved in all patients in this study.,0
1931,You don t want to help me i want help for teatment my husband needed vein needle ocrevus price ha dollar every months,0
1932,LONE THE WILLIAM VITA MOBILE MARKETING HAVE PAUL BIN DARTH VADER PR HARAMBE THRILL MIGHT TECFIDERA DOUBLE DECKER BUSES LAST NIGHT I,1
1933,Phase II study of alemtuzumab CAMPATH in patients with HTLV associated adult T cell leukemia lymphoma,0
1934,PML is a rare but often lethal and untreatable disorder of CNS with large white matter lesions typically occurring in immunocompromised patients HIV impaired cellular immunity from other causes anti integrin tx w natalizumab,0
1935,Im normally consistent with my gilenya once a day routine but corona knocked me off for about two months and right now Im going through the worst trouble just trying to get my second dose since my restart and Im all out,1
1936,Ocrelizumab Cuts MS Relapses Over Interferon,0
1937,Patient reported outcomes in patients with relapsing forms of MS switching to teriflunomide from other disease modifying therapies Results from the global Phase Teri PRO study in routine clinical practice MS MultipleSclerosis,0
1938,By the way why highly paid professionals use to design such defective trials FDA trial of alemtuzumab for MS by Genzyme Sanofi was blunder and no one was sacked. These professionals are blunder. Newron s clinical trial team highly paid and spoiled company due to incompetence.,0
1939,Ive not had any dmt for the last months. I was on tecfidera for some time but wasnt effective and couldnt deal with the side effects ,1
1940,This is a little bit misleading. They are studying gilenya as a treatment to reduce lung inflammation in acute respiratory distress syndrome related to COVID . gilenya reduces t cell counts and may increase the risk of COVID related pneumonia.,0
1941,Check Ocrevus out closely. Sounds good to me.,0
1942,Im on my second month of cycle with Mavenclad. A week after I started my son had horrible head cold and I caught it. fever and so sick. Please be very careful while on Mavenclad.,1
1943,Ah delighted to hear Ocrevus is a go for you Sorry to hear your feeling poop though,1
1944,Its interesting bc you are at increased risk for respiratory infection w Gilenya. So to see it being used to treat this is odd to me and I just dont understand it.,1
1945,Sorry Angela. I forgot to confirm. Yes been exascerbation FREE while on Tysabri past years. What if any DMD are you taking ,1
1946,This is wonderful news but the job is not done until siponimod is available across the UK,0
1947,Alemtuzumab significantly improves thinking skills and movement.,0
1948,Roche Genetech Ocrelizumab Multiple Sclerosis RRMS PPMS Update ms mspals multiplesclerosis,0
1949, BIIB Tecfidera still slacking even with px increase in,0
1950,No but it seems like treatment is getting better eg Ocrevus to find a silver lining,0
1951, MRI activity and extended interval of Natalizumab dosing regimen a multicentre Italian study ,0
1952,It s always ascertain dummies really grab onto that one.,0
1953,For ten years I was told I was lactose intolerant. It was Crohn s Disease. One GI doc told me I would die if I did not take the drug Tysabri. I left his office crying and never went back. Sent me a bill...and I sent them words. End of story.,1
1954,QT Mayzent is a synthetic derivative of Gilenya that has a similar way of working but which Novartis has modified to try to reduce side effects like a slow heart rate.,0
1955,Merck receives EMA acceptance for review of marketing authorization application for cladribine tablets.,0
1956,Mayzent Siponimod Approved for Active Secondary Progressive MS Everyday Health MultipleSclerosis,0
1957, Effect of Genzyme s Multiple Sclerosis Treatment Lemtrada on Slowing Brain Atrophy ms,0
1958,Sitting here watching my bestfriend get her Ocrevus infusion and nurses are the WORSE patients She is terrible lol,1
1959,The safer option of Tysabri Which has to be taken every month for years and years and years. Shame that the MS Society don t publish the PML deaths caused by Tysabri...,0
1960,More Positive Results for Ocrelizumab in Relapsing MS via,0
1961,Natalizumab Tysabri risk of progressive multifocal leukoencephalopathy is increased in patients who have mhra,0
1962,Reports of HairLoss Surround MS Drug Tecfidera But is Shedding After Starting a New Medication Uncommon Find Out ,0
1963,Ok I get my next COVID Ontario vaccine on thr th of this month pushed up from September th then I have to get blood work then I can get my next MS ocrevus infusion weeks later.. in ldnont mind is spinning I get a early nd dose as I classify in the priority category..,1
1964,Hi there st year on tysabri it had stopped symptom progression. I wasn t feeling better but it at least stopped progression. By the th infusion when I started noticing improvements. Less vertigo more strength better walking gait. Good luck I hope it does well for u ,1
1965,Cross et al Outcomes on T PLL pts RMH Alemtuzumab used in pts L as subsequent line. median OS months NO improvement in OS over years. Brutal disease. We need more international clinical trials engagement from industry ASH ,0
1966,Day review of Mavenclad Scary but quickly surprising when it has little impact on day to day. For a cytotoxic med went in really well. Also odd slightly sweet taste when taken with water. almost no bad reaction which was nice.,1
1967,Fantastic news that NICE have U turned on their decision Ocrelizumab will now be approved for NHS use in the UK for those with Primary Progressive MS. HURRAH Multiplesclerosis PPMS ChronicIllness,0
1968,Thanks yes I am gilenya my rd treatment x,1
1969,MSresearch Ocrelizumab positive in PPMS to report in real time ,0
1970,FDA and the Media Lessons from Tysabri about Communicating Uncertainty,0
1971,Important article to read Multiple Sclerosis Research EBV and natalizumab multiplesclerosis,0
1972,Do we need to tell patients they have secondary progressive MS If yes how do we tell them Join us Friday for our live webinar Siponimod how do we give patients with secondary progressive MS hope,0
1973,MY MS STORY SYMPTOMS TREATMENT DIAGNOSIS LEMTRADA MY FEELINGS APRIL via,1
1974,Roger is adorable and thank you. I have heard lemtrada is amazing but I m just not brave enough Could say side effect of a cold possible and I would freak out xxx,1
1975,Ocrevus. They are doubling the Benadryl this time and slowing the infusion this time again adding something else on to try to combat my issues. I get nauseous and super dizzy. The dizzy just makes me more nauseous which would be the worst prob coming home in stop go rush hour,1
1976,Oh joy. So apparently HPN says they don t cover the aubagio I have been prescribed for my MS. Ugh. I have to call them to get it added to my formulary. This should be fun. At least I have samples to start the company who makes it has a patient assistance program. Oy.,1
1977,Be aware that Ocrevus is not effective for women with PPMS though it is for those with RRMS.,0
1978,My partner is on Fingolimod for MS. Daily tablets. Working well so far. Heart not stopped.,1
1979,You do the monthly IV treatment Have you had any side effects I take Tecfidera and so far so good I feel normal again.,1
1980,I was on the Campath H trial at Addenbrookes so between and had rounds of what is now Lemtrada. I was very poorly back at the beginning but feel blessed to have had such an amazing treatment,1
1981,If it wasnt for my Medicare and the Ocrevus Company helping me with costs I could never get my MS infusion meds Its about just for it every months and thats not including the facility cost where they do the infusion,1
1982,I ve kind of been following it just not very strictly for quite a while. Now I m being stricter I do feel consistently better though I ve also had lemtrada so that could be a factor I have lost weight though which is good and my mood is better.,1
1983,MS sucks thank you for coming out it shouldnt be something we hide we can fight back now pick up your sword and go to war against this shit lemtrada,0
1984,Ocrevus just sounds nasty AF Poor MS patients should get to name their meds ijs,0
1985,Up to Years of Follow up Data Reaffirm Safety Profile of Investigational Cladribine Tablets,0
1986,Anyway I hope team will fight our side of the battle and things resolve quickly. Maybe just me but most lemtrada stories Ive heard seem positive.,1
1987,New clinical trial A Study To Evaluate Safety And Efficacy Of Ocrelizumab In Comparison With Fingolimod In Children And Adolescents With Relapsing Remitting Multiple Sclerosis MS multiplesclerosis neurology,0
1988,thanks for sharing the message tecfidera ad does more harm than good,0
1989,RT I m on a drug used for Leukemia right now. years now tysabri MS same here years for me,1
1990,I had a talk with one of the heads of the neuro dpt at the local university clinic about my switch to Ocrevus. He didnt say anything about the vaccine but I will ask him about it. It may depend on the type of vaccine maybe theres one for us.,1
1991,I was on tecfidera before the tysabri...until it lowered my lymphocyte count I got shingles.,1
1992, FDA Approves Siponimod Mayzent for Multiple Sclerosis Medscape news trendingnews todaynews has been published on Review Journal ,0
1993,Identification of Novel Protein Targets of Dimethyl Fumarate Modification in Neurons and Astrocytes Reveals Actions Independent of Nrf Stabilization Research ,0
1994,New NNTDisease Reactivation after Fingolimod Discontinuation in Pregnant Multiple Sclerosis Patients,0
1995,I will be moving from Ocrevus to Lemtrada soon. You can join me as I will post regular updates about my progress. The good the bad and the ugly yes plenty of that with me . Please R T,1
1996,Word of the day Ocrelizumab.,0
1997, TGTX MS now potentially best in class as a minimum same revenues as Ocrevus B annually B x or x B market cap vs . B current MC. AMGN paid BMY x Otezla B revenues . B At x MS revenues TGTX would be Add all the other pipeline. .,0
1998,AwesomeCapital Patent loss on MS hit Tecfidera pressures Biogen t...,0
